       W1068      0.1615     4286.15     1807.74     9023.97
       W1064       0.163     3365.96     1419.64     7086.62
       W1062      0.1626     4715.39     1988.78     9927.68
       W1060      0.1514     3422.89     1443.65     7206.49
       W1057      0.1617     4811.72     2029.41     10130.5
       W1056      0.1655     4751.84     2004.15     10004.4
       W1126      0.1505      4943.3      2084.9     10407.5
       W1055       0.151     5105.22      2153.2     10748.4
       W1053      0.1489     9015.95     3802.59       18982
       W1051      0.1471     8051.12     3395.67     16950.7
       W1050      0.1474     5179.35     2184.46     10904.5
       W1049      0.1464     5031.69     2122.18     10593.6
       W1046      0.1702     5234.96     2207.92     11021.6
       W1045      0.1509     6948.26     2930.52     14628.7
       W1042      0.1624     4666.81     1968.29     9825.41
       W1040      0.1718     4110.05     1733.47     8653.23
       W1039      0.1582     4283.03     1806.42      9017.4
       W1037      0.1411     4088.32      1724.3     8607.46
       W1032      0.1626     4924.02     2076.77     10366.9
       W1028      0.1395      5956.7     2512.32     12541.1
       W1027      0.1409     5809.48     2450.23     12231.2
       W1025      0.1589      6741.2     2843.19     14192.8
       W1024      0.2551     2064.61     870.778     4346.79
       W1023       0.163     5524.86     2330.18     11631.9
       W1022      0.1718     4518.94     1905.92     9514.08
       W1088      0.1417     9432.81     3978.41     19859.7
       W1017       0.166     3454.59     1457.02     7273.22
       W1016      0.1716     3828.99     1614.93     8061.49
       W1011      0.1666     7671.57     3235.58     16151.6
       W1010      0.1635     4343.41     1831.89     9144.52
       W1009      0.1477     4385.72     1849.74     9233.61
       W1007      0.1365     6654.07     2806.44     14009.3
       W1006      0.1634     4650.11     1961.25     9790.25
       W1001      0.1553     7456.94     3145.06     15699.7
        W999      0.1578     4804.62     2026.41     10115.5
        W996       0.152     6846.09     2887.43     14413.6
        W995      0.1511     4037.41     1702.83     8500.28
        W993      0.1486     3618.43     1526.12     7618.17
        W992       0.148     5111.72     2155.94     10762.1
        W990       0.145      3156.6     1331.34     6645.84
        W989      0.1622     4205.89     1773.89     8854.99
        W986      0.1286     7292.57     3075.74     15353.6
        W984      0.1656     7873.44     3320.73     16576.6
        W983      0.1598     4250.57     1792.73     8949.06
        W982      0.1429     5632.74     2375.68     11859.1
        W979      0.1852     526.597     222.099     1108.69
        W977       0.161     5447.54     2297.57     11469.1
        W972      0.1445        4447     1875.58     9362.62
        W971      0.1758     4058.29     1711.64     8544.23
        W968       0.169     2799.65     1180.79     5894.32
        W967      0.1589     6527.26     2752.96     13742.4
        W966      0.1581     5769.58      2433.4     12147.2
        W965      0.1663     5007.47     2111.97     10542.6
        W963      0.1837     4598.33      1939.4     9681.22
        W962      0.1492     4650.44     1961.39     9790.95
        W961      0.1352     5907.52     2491.57     12437.6
        W959      0.1407     4409.72     1859.86     9284.15
        W957      0.1344     5825.35     2456.92     12264.6
        W955      0.1506     3833.53     1616.84     8071.03
        W954       0.146     4102.77      1730.4     8637.89
        W953      0.1247     6052.23     2552.61     12742.3
        W950      0.1537     5311.27      2240.1     11182.2
        W949      0.1453     5360.22     2260.74     11285.3
        W948        0.14      6651.7     2805.44     14004.4
        W946      0.1736     5732.22     2417.64     12068.5
        W945      0.1784     1439.52     607.135     3030.73
        W944      0.3438     952.146      401.58     2004.63
        W943      0.1556     5117.27     2158.28     10773.8
        W942      0.1589     1449.24     611.236      3051.2
        W941      0.1537     4731.75     1995.68     9962.13
        W940      0.1545      5603.2     2363.23     11796.9
        W939      0.1395     3230.04     1362.31     6800.46
        W958      0.1288      8285.2     3494.39     17443.5
        W938      0.2026     4180.75     1763.29     8802.07
        W935      0.1803     2340.26     987.036     4927.14
        W932       0.176     2354.18     992.907     4956.45
        W931      0.1559     5055.96     2132.42     10644.7
        W929      0.1494      5390.2     2273.39     11348.4
        W928      0.1667     4189.77     1767.09     8821.06
        W936      0.1734     3931.92     1658.34     8278.18
        W927      0.1316     5852.92     2468.55     12322.6
        W926      0.1318     6371.09     2687.09     13413.6
        W924      0.1577     4981.07     2100.83       10487
        W922      0.1394     5079.62      2142.4     10694.5
        W921      0.1641     3895.53     1642.99     8201.56
        W920      0.1453     3747.18     1580.42     7889.25
       W1013      0.1556     4722.17     1991.64     9941.95
        W918      0.1283      8852.9     3733.83     18638.7
        W917      0.1472     6323.93      2667.2     13314.3
        W916       0.151     4054.72     1710.13     8536.73
        W915      0.1414     6369.31     2686.34     13409.8
        W914      0.1352     7642.41     3223.29     16090.2
        W913      0.1422     2576.34      1086.6     5424.17
        W911      0.1563     5419.74     2285.85     11410.6
        W910      0.1721      3966.3     1672.84     8350.57
        W909      0.1375     5003.64     2110.35     10534.6
        W908      0.1763     4440.08     1872.66     9348.06
        W902      0.1456     7232.11     3050.24     15226.3
        W901      0.1851     4063.37     1713.78     8554.93
        W898      0.1946     2881.09     1215.14     6065.79
        W897      0.1726     5507.24     2322.75     11594.8
        W896      0.1518     6104.09     2574.48     12851.4
       W1018      0.1515      4069.1      1716.2        8567
        W895      0.1481      6419.2     2707.38     13514.9
        W894       0.167     2996.09     1263.64      6307.9
        W892      0.1374     3124.37     1317.75     6577.99
        W994      0.1408     3942.84     1662.94     8301.17
        W891      0.1667     4124.91     1739.74      8684.5
        W890      0.1599     6494.87      2739.3     13674.2
        W889      0.1479     4903.53     2068.13     10323.8
       W1020      0.1339     6048.35     2550.97     12734.1
        W888      0.1453     4969.06     2095.77     10461.8
       W1015      0.1507     5064.64     2136.08       10663
        W885      0.1212     4749.09     2002.99     9998.63
        W884      0.1434        4953     2088.99     10427.9
        W881      0.1383     6935.55     2925.16       14602
        W880        0.13     4478.96     1889.06     9429.91
        W879      0.1538     8315.12     3507.01     17506.5
        W878      0.1565      3078.4     1298.36      6481.2
        W876      0.1552     6977.51     2942.86     14690.3
        W875        0.16     4782.54      2017.1     10069.1
        W874        0.14     5923.88     2498.47       12472
        W873      0.1544     5672.42     2392.42     11942.6
        W872      0.1427     3823.25     1612.51     8049.39
        W870      0.1404     5218.25     2200.87     10986.4
        W869      0.1614     3962.45     1671.21     8342.46
        W867      0.1582     2785.03     1174.62     5863.54
        W865       0.158     4866.38     2052.46     10245.6
        W864      0.1489     6378.78     2690.33     13429.7
        W863      0.1898     3285.34     1385.64     6916.89
        W861      0.1627      4248.3     1791.78     8944.29
        W859      0.1615     4998.16     2108.04       10523
        W856       0.152     5559.24     2344.68     11704.3
        W854      0.1387     7306.69     3081.69     15383.4
        W853      0.1644     3211.91     1354.67      6762.3
        W852      0.1568     6342.15     2674.89     13352.6
        W851      0.1499     5918.12     2496.04     12459.9
        W849      0.1523     5247.14     2213.05     11047.2
        W848      0.1564     4146.98     1749.04     8730.97
        W847      0.1499     5442.21     2295.33     11457.9
        W844      0.1597     7425.54     3131.82     15633.6
        W843      0.1487     7193.09     3033.78     15144.2
        W842      0.1426     6764.26     2852.92     14241.3
        W840      0.1629     2937.65     1238.99     6184.86
        W839      0.1681     5122.23     2160.37     10784.2
        W838      0.1591     5564.68     2346.98     11715.8
        W837      0.1793     4504.53     1899.84     9483.74
        W835        0.25     11.2789     4.75704     23.7464
        W833      0.1626     4619.79     1948.46     9726.42
        W832      0.1917      3686.5     1554.83     7761.48
        W831      0.1622     3053.14      1287.7     6428.02
        W829      0.1443     4783.21     2017.38     10070.5
        W828       0.162     4708.94     1986.06     9914.11
        W827      0.1763     3181.91     1342.01     6699.14
       W1096      0.1597     4149.27     1750.01     8735.79
        W825      0.1238     4388.79     1851.03     9240.07
        W824      0.2414     4112.18     1734.36     8657.69
        W823      0.1459     2658.74     1121.36     5597.66
        W822      0.1481     5609.35     2365.82     11809.8
       W1065      0.1624     4866.83     2052.65     10246.5
        W820      0.1274      7076.9     2984.78     14899.6
        W818      0.1436     3524.52     1486.51     7420.46
        W816      0.1541     5083.09     2143.86     10701.8
        W815      0.1593     5243.48     2211.51     11039.5
        W814      0.1631      4735.5     1997.26     9970.03
        W813      0.1831     7157.01     3018.56     15068.2
        W812      0.1508     6377.18     2689.66     13426.4
        W809      0.1511     3989.62     1682.68     8399.67
        W801      0.1986     2885.88     1217.16     6075.86
        W800      0.2211      1732.6     730.748     3647.79
        W797      0.1518     3493.41     1473.39     7354.95
        W803      0.1898     3229.75     1362.19     6799.85
        W796      0.1551     6657.37     2807.83     14016.3
        W794      0.1492     5463.72     2304.39     11503.2
        W791      0.1619     4450.47     1877.05     9369.94
        W790      0.1544     5019.59     2117.08     10568.1
        W789      0.1348     6920.87     2918.97     14571.1
        W786      0.1348     6673.77     2814.75     14050.8
        W785      0.1436     5780.28     2437.91     12169.7
        W784      0.1638     2516.46     1061.35      5298.1
        W783      0.1361     5925.49     2499.15     12475.4
        W780      0.1415     5492.92     2316.71     11564.7
        W779      0.1462     5111.65     2155.91       10762
        W776      0.1708     5481.37     2311.84     11540.4
        W772      0.1655     4421.41     1864.79     9308.75
        W771      0.1966     2722.46     1148.23     5731.81
        W768      0.1732     4471.34     1885.85     9413.87
        W767      0.2086     3820.52     1611.35     8043.64
        W766      0.1341     6390.79      2695.4       13455
        W765      0.1988     2959.81     1248.34     6231.53
        W762      0.1492     3963.43     1671.63     8344.52
        W760      0.1762     2065.28     871.057     4348.19
        W758       0.175      3547.5      1496.2     7468.83
        W757       0.193     3351.09     1413.37     7055.31
        W756      0.1606     5697.27      2402.9     11994.9
       W1141      0.1483     4843.85     2042.96     10198.2
        W754      0.1753     2756.26     1162.49     5802.98
        W753      0.1957      3364.8     1419.15     7084.19
        W752      0.1579     3363.54     1418.62     7081.53
        W749      0.1396     5101.62     2151.68     10740.8
        W748      0.1293     5439.79      2294.3     11452.8
        W744      0.1803     4230.92     1784.45     8907.69
        W743      0.1611     2495.86     1052.66     5254.74
        W741      0.1709     3068.11     1294.02     6459.54
       W1021      0.1627     5304.68     2237.32     11168.4
        G737      0.3151     5949.54      2509.3       12526
       W1043      0.1509     6623.11     2793.38     13944.2
        G810      0.3472     4851.33     2046.11     10213.9
        G799      0.3633     5823.18        2456       12260
        G793      0.3805     6278.52     2648.05     13218.7
        G787      0.3714     7604.84     3207.44     16011.1
        W247       0.157     2057.26     867.677     4331.32
        G786      0.3136     6295.75     2655.32       13255
        W167        0.19      1739.6     733.701     3662.53
        G327      0.2048      7436.5     3136.44     15656.7
        W903      0.1456     5444.49     2296.28     11462.7
        W742      0.1522     5292.51     2232.19     11142.7
        G818      0.3799     4727.66     1993.95     9953.52
        G776      0.4077     5890.64     2484.46       12402
        G778      0.5116     4384.04     1849.03     9230.07
        G773      0.4961     6085.99     2566.85     12813.3
        G749      0.4073     4617.47     1947.48     9721.53
        G770      0.4108     4501.42     1898.53      9477.2
        G482      0.3716     7115.58     3001.09       14981
       W1054      0.1429     6847.13     2887.87     14415.8
        W184      0.1816     3119.31     1315.61     6567.33
        G759      0.4664     3134.16     1321.87      6598.6
        G164      0.3763     5935.19     2503.24     12495.8
        G213      0.2644      8966.9     3781.91     18878.7
        W777      0.1651     5656.08     2385.53     11908.2
        W273      0.1339     7396.13     3119.42     15571.7
        W817      0.1332     6187.74     2609.76     13027.5
        G757      0.3236     6906.86     2913.06     14541.6
        W270      0.1947     3554.78     1499.28     7484.17
        G753      0.3352     4476.32     1887.95     9424.36
        G750      0.3722     6451.82     2721.14     13583.5
        G748      0.3176     5268.16     2221.91     11091.5
        G744      0.2147     13688.2     5773.16     28818.8
        G738      0.3685     5247.92     2213.38     11048.9
        G788      0.4992     4435.28     1870.64     9337.94
        W174      0.1837     2705.03     1140.88     5695.12
        W540      0.1887     1919.68     809.652     4041.66
        W579      0.1625     2952.24     1245.15      6215.6
        G733      0.4095     4626.29      1951.2      9740.1
        W646      0.1208     8196.07      3456.8     17255.8
        G732      0.7248     2715.37     1145.24     5716.88
         W17       0.167     6457.78     2723.65     13596.1
        G731      0.4189     4551.91     1919.83      9583.5
        G730      0.3889     3616.98     1525.51     7615.12
        G728      0.3661     3534.61     1490.77     7441.69
        G789      0.3297     6567.67        2770     13827.4
        G726      0.3114     7825.92     3300.69     16476.5
        G358      0.2498     7718.32      3255.3       16250
          W1      0.1369     7668.15     3234.14     16144.4
         W84      0.3225     1674.68     706.318     3525.84
        G719      0.1702     8046.14     3393.57     16940.2
        W858      0.1471     6268.37     2643.77     13197.3
         G22      0.1689     12697.4     5355.31     26732.9
        G893      0.3191     7675.72     3237.34     16160.3
         G69      0.1904     13109.2     5528.96     27599.7
       W1143      0.1346     5500.33     2319.84     11580.3
        G628      0.1959      7588.7     3200.64     15977.1
        W363      0.2147     2838.41     1197.14     5975.92
        G817      0.3607     8178.45     3449.37     17218.7
         W64      0.2204      2839.5      1197.6     5978.22
        G693      0.3222     6871.82     2898.28     14467.8
        W107      0.1883     5106.26     2153.63     10750.6
        W769      0.2041     4368.08      1842.3     9196.47
        G687      0.1363     6905.94     2912.67     14539.6
        G756       0.343     6792.45      2864.8     14300.7
        G685       0.155     8171.86     3446.59     17204.9
        G806      0.3886        3970      1674.4     8358.36
        W693      0.1495     2269.64      957.25     4778.45
        G666      0.3106     5546.43     2339.28     11677.3
        G664      0.4168     4910.35     2071.01     10338.2
         W47      0.2442     3396.09     1432.35     7150.06
        G660      0.1953     6920.28     2918.72     14569.8
        G659      0.2416     6547.16     2761.35     13784.3
        W161      0.2489     3330.38     1404.63     7011.71
        G658      0.2178     10224.7     4312.41     21526.9
        G325      0.1639     9646.38     4068.49     20309.3
          G1      0.3125     9168.04     3866.74     19302.2
        G635      0.3201     7263.04     3063.28     15291.5
        G630      0.2258     9252.41     3902.33     19479.8
        G809      0.4025     2964.64     1250.37     6241.69
        G629      0.1313     9508.48     4010.33       20019
        G626      0.1651     14440.3      6090.4     30402.4
         W54      0.1911     3556.92     1500.18     7488.67
        W715      0.1339     3551.04      1497.7     7476.29
       W1106      0.1533     3891.93     1641.47        8194
       W1094      0.1733     4822.66     2034.02     10153.5
        W826      0.1757     3122.88     1317.12     6574.86
        W312      0.1738     3530.75     1489.14     7433.57
        G570      0.1602     8165.45     3443.89     17191.4
        W653      0.1759     2678.62     1129.74     5639.51
        G604      0.3921     5804.42     2448.09     12220.5
        G601      0.2877     6478.37     2732.34     13639.4
         W42      0.1895     2372.89      1000.8     4995.83
        G599      0.1175     10483.3     4421.46     22071.3
        G597       0.134     13550.8     5715.21     28529.5
        W985      0.1346     5418.15     2285.17     11407.3
        G771      0.4839      5876.1     2478.32     12371.4
        W933      0.1656     5163.53     2177.79     10871.2
        W781      0.1594     4891.08     2062.88     10297.6
         G87      0.4076     6283.05     2649.96     13228.2
        W364       0.221     2592.14     1093.27     5457.44
        G802       0.384     5396.55     2276.07     11361.8
        W144      0.2164     3396.49     1432.51     7150.89
        G795      0.3262     7204.23     3038.48     15167.6
        W128      0.1611      2887.4      1217.8     6079.07
        W395      0.1901     2130.28     898.474     4485.05
        G573      0.3006     4197.78     1770.47     8837.93
        W625      0.2349      2093.8      883.09     4408.25
        W866      0.1534     4063.96     1714.03     8556.17
        G479      0.2836     3542.21     1493.98      7457.7
        G768      0.4051     3898.99     1644.45     8208.85
        G565      0.1915     6655.25     2806.94     14011.8
         W56      0.1696     4163.86     1756.17     8766.52
        G663      0.2963     7090.77     2990.63     14928.8
        W311      0.1976     3312.37     1397.04     6973.79
        G779      0.3931     4157.29     1753.39     8752.67
        G455      0.3689      9269.6     3909.58       19516
        W287      0.1979     2940.75      1240.3     6191.39
        G761      0.3628     6675.06     2815.29     14053.5
        W436      0.1986     3851.53     1624.43     8108.94
       W1041      0.1634     5928.29     2500.33     12481.3
        W245      0.1543      5266.4     2221.17     11087.8
        W998      0.1552     4716.87      1989.4     9930.81
        W570      0.1776     2357.07     994.125     4962.52
        W969      0.1102     7862.57     3316.14     16553.7
        W679       0.134     6725.23     2836.46     14159.2
        W712      0.1651     5662.36     2388.17     11921.4
       W1102      0.1508     4507.93     1901.28     9490.91
        G542      0.3626     5875.09      2477.9     12369.3
        G537      0.1797     10194.3     4299.59     21462.9
        G535      0.1621     7969.16      3361.1     16778.1
        G856      0.4184     5889.14     2483.82     12398.9
       W1033      0.1654     3770.82      1590.4     7939.02
        W102      0.1599     4987.39      2103.5     10500.4
       W1140      0.1522     3895.03     1642.78     8200.51
        G214      0.2282     6836.14     2883.23     14392.7
        W166      0.2098     1954.41     824.297     4114.77
        G884      0.2728     6504.53     2743.37     13694.5
        W964      0.1764     2752.33     1160.83      5794.7
        W301      0.1752     3029.18      1277.6     6377.57
        G391      0.4579     5395.24     2275.51       11359
        G603      0.3775     5199.03     2192.76     10945.9
        G298      0.1807     7743.34     3265.86     16302.7
        G895      0.4005     6632.79     2797.47     13964.5
        G516      0.3735        4098     1728.39     8627.86
        W297      0.1503     5755.08     2427.28     12116.6
        G515      0.3565     6639.11     2800.13     13977.8
        G513      0.4066     4513.78     1903.75     9503.23
        W912      0.1658     4120.92     1738.05     8676.11
        W759       0.185     3118.14     1315.12     6564.88
        G512      0.3641      5920.1     2496.88     12464.1
        G510      0.1901     8119.14     3424.35     17093.9
        G509      0.2264     7953.45     3354.47       16745
        W253      0.1584     5330.81     2248.34     11223.4
        W430      0.2115     5620.67     2370.59     11833.6
        G423      0.3208     6909.16     2914.03     14546.4
        G602      0.2267     6706.71     2828.64     14120.2
        G507      0.3232      2256.8     951.835     4751.42
        W557      0.2955     1175.72     495.875     2475.33
        G505       0.154     10483.3     4421.46     22071.3
        G485       0.366     5090.18     2146.85     10716.8
        G539      0.2252     8607.13     3630.17     18121.3
        W401      0.1783     4165.42     1756.82      8769.8
        G595      0.1945      7158.1     3019.02     15070.5
        W115      0.2061     3428.93      1446.2      7219.2
        W975      0.1681     2450.91      1033.7     5160.09
        W355      0.2235     2842.07     1198.68     5983.63
        W980      0.1712     3078.04      1298.2     6480.45
          G5      0.2655     9830.66     4146.21     20697.3
        G876      0.3405     2898.02     1222.28     6101.43
        G796       0.389     6793.87      2865.4     14303.7
        W285      0.1687     2589.83      1092.3     5452.58
        G393      0.3169     5903.86     2490.03     12429.9
        W504      0.2013     4371.58     1843.77     9203.84
        G486       0.535     3338.76     1408.17     7029.37
         G78       0.297     8099.92     3416.25     17053.4
         W59       0.207     2720.21     1147.28     5727.08
        W377      0.1892     4467.25     1884.12     9405.25
        G484      0.3555     6088.63     2567.96     12818.9
        G481      0.3428     5978.06     2521.32     12586.1
       W1059      0.1505     3443.78     1452.46     7250.47
        W347      0.1952     4293.55     1810.86     9039.56
        W782      0.1366     8337.87     3516.61     17554.4
        G480      0.1923      7490.6     3159.26     15770.6
        G813      0.3848     4404.66     1857.72     9273.48
        G694      0.3423     6241.84     2632.58     13141.4
         W53      0.2606     1114.37     470.002     2346.18
        W991      0.1461     4202.98     1772.66     8848.86
        W341      0.1632     4196.52     1769.94     8835.27
        G811      0.4167     4368.71     1842.56     9197.79
         W11      0.1854     4221.65     1780.53     8888.17
        W194      0.1024     4086.37     1723.48     8603.36
        G478      0.1432     6700.56     2826.05     14107.2
        W647      0.1597     7332.06      3092.4     15436.8
        W761      0.2187     1583.91     668.037     3334.74
        G745      0.4549     1760.31     742.436     3706.13
        G853      0.4089     5889.26     2483.88     12399.1
        G422      0.3465     7855.84      3313.3     16539.5
        W476      0.1516     4880.79     2058.54     10275.9
        W793      0.1715     3293.68     1389.15     6934.45
         W82      0.2558     530.804     223.874     1117.54
       W1081      0.1444     5342.96     2253.47       11249
        G783      0.4059     7011.31     2957.11     14761.5
        G790      0.3979     3669.88     1547.82      7726.5
        W860      0.1398     5010.54     2113.26     10549.1
        W218      0.1811     2314.12      976.01      4872.1
        G456      0.3981     6670.08     2813.19     14043.1
        G454      0.3174     8407.95     3546.16     17701.9
        G453      0.3923     5982.49     2523.19     12595.4
        W739      0.2073     3414.56     1440.14     7188.95
         G33      0.4499     5945.68     2507.67     12517.9
        W118      0.1603     5007.15     2111.83     10541.9
         G99      0.2153     10121.2     4268.73     21308.9
        G445      0.2413     9222.91     3889.89     19417.7
        G448      0.2166     6575.16     2773.16     13843.2
        W488      0.2223     3082.34     1300.02     6489.49
        G446      0.1163     9157.23     3862.18     19279.5
        G172      0.2733     8422.85     3552.45     17733.3
       W1146      0.1456     4955.73     2090.14     10433.7
        G784      0.4763     4615.65     1946.71      9717.7
        G798       0.332     5450.36     2298.76     11475.1
        G136      0.3075     8320.91     3509.45     17518.7
        W171      0.1251     6634.28      2798.1     13967.7
        G546      0.3465     6495.44     2739.54     13675.4
        W244      0.1607     2703.96     1140.43     5692.87
        G447      0.2379     7982.02     3366.52     16805.2
        W238      0.1533     6180.77     2606.82     13012.9
        G394      0.3626     5698.12     2403.26     11996.7
       W1066      0.1496     5662.33     2388.16     11921.4
        W787      0.1514      5712.6     2409.36     12027.2
        W706      0.1748      2118.6     893.547     4460.45
        G598      0.1295     10562.6      4454.9     22238.2
         G28      0.3261     5204.55     2195.09     10957.6
         W18        0.19     483.461     203.906     1017.87
         W29      0.1629     3463.55      1460.8     7292.09
        G568      0.2127     6637.44     2799.43     13974.3
        G762      0.3642     6198.68     2614.37     13050.6
        W302      0.2076     2429.45     1024.65     5114.91
       W1080      0.1452     6587.57      2778.4     13869.3
        W575      0.2116     2533.33     1068.47     5333.63
        G754      0.3224     7728.47     3259.58     16271.4
        G425      0.3212     5801.16     2446.72     12213.7
        W581      0.2168     2022.52     853.023     4258.16
        G475      0.1659       10887     4591.72     22921.2
        G420      0.2092     10026.8     4228.95     21110.3
        W616      0.1965     4040.94     1704.32     8507.71
        G419       0.199     7860.41     3315.23     16549.2
        W473      0.1904     3003.17     1266.63     6322.81
        G803      0.3092     6891.98     2906.79     14510.2
        W304      0.1778     4404.87     1857.81     9273.94
        W590      0.2652     2854.29     1203.83     6009.36
        G141      0.2805     7980.82     3366.02     16802.7
        G767      0.3221     7042.79     2970.39     14827.7
        W112      0.1935      4068.5     1715.94     8565.73
          G9      0.2586     9382.55     3957.22     19753.8
        G109      0.1946     10991.8     4635.96       23142
        G186      0.3251     4338.03     1829.62     9133.21
        G181      0.3472      6666.9     2811.85     14036.3
        W289      0.1368     5874.12     2477.49     12367.3
        W594      0.1687           0           0           0
        G158      0.2216     10753.4      4535.4     22640.1
       W1144      0.1263     4428.84     1867.92     9324.38
        G178      0.2099     9850.62     4154.63     20739.3
        W778      0.1552     6157.19     2596.88     12963.2
        G169      0.2377     8301.64     3501.33     17478.1
         G56      0.2556     8213.35     3464.09     17292.2
        W639      0.1658     5594.44     2359.53     11778.4
        G657      0.2737      7411.2     3125.77     15603.4
        G165      0.3403     6904.96     2912.26     14537.6
        W583      0.1999     5782.03     2438.65     12173.4
        G715      0.1186     11783.9     4970.01     24809.6
        W650      0.1764     5061.23     2134.64     10655.8
         G26      0.1959     12098.5     5102.69     25471.9
         G73      0.2164       10598     4469.85     22312.9
        W222      0.2003     2366.84     998.247      4983.1
        W707      0.1547     5192.16     2189.86     10931.5
        G845      0.3984     4462.02     1881.92     9394.25
        W243      0.1796     2228.24     939.788     4691.28
        G183      0.3676     5162.42     2177.32     10868.8
        G543      0.2976     6525.95     2752.41     13739.6
        G161      0.2561     8282.07     3493.07     17436.9
        W711      0.1644     4322.23     1822.96     9099.94
        W319      0.2175     4352.92      1835.9     9164.55
        G820      0.3898     6402.32     2700.26     13479.3
        G387      0.2538      6330.6     2670.01     13328.3
        G572      0.3476     6261.69     2640.95     13183.2
        G805      0.3681     8241.07     3475.78     17350.6
       W1031      0.1627     4213.17     1776.96     8870.32
        W517      0.1705     6334.85     2671.81     13337.3
        G155      0.1402     8960.37     3779.16       18865
        W425      0.2907     1429.59     602.948     3009.83
         G77      0.1303     14037.8     5920.61     29554.8
       W1008      0.1709     3174.91     1339.06     6684.39
        W601      0.2037      3562.2      1502.4     7499.78
          G6      0.2427      8957.1     3777.78     18858.1
        G888      0.3272     7505.99     3165.75       15803
       W1071      0.1455     2955.28     1246.43        6222
        W466      0.2438     2514.62     1060.58     5294.24
        W659      0.1636     2648.48     1117.03     5576.05
        G735      0.5141      5235.5     2208.14     11022.7
         G57      0.3565     1502.58     633.734      3163.5
        W568      0.2308     2015.12     849.903     4242.59
        G144       0.355     5701.31      2404.6     12003.4
        G131      0.3223     9694.24     4088.68     20410.1
        G176      0.2946     7096.74     2993.14     14941.3
        G143      0.2672     8926.03     3764.67     18792.7
        G877      0.3472     4387.64     1850.55     9237.65
         W35      0.1713     4953.66     2089.27     10429.3
        G135      0.3382     5941.78     2506.02     12509.7
        G127      0.3496     7564.28     3190.34     15925.7
        G514      0.3406     5434.31     2291.99     11441.3
         W48      0.2343     1270.25     535.743     2674.35
        W613      0.1514     4656.46     1963.92     9803.62
        G113      0.3114     8215.54     3465.01     17296.8
        G867      0.3938     5823.91     2456.31     12261.5
        G125      0.4232     5196.36     2191.63     10940.3
        G772      0.4192     4690.08      1978.1      9874.4
        W713      0.1461     5427.94     2289.31     11427.9
        G276      0.3283     6741.54     2843.34     14193.5
         G72      0.2073      7571.1     3193.21       15940
        G880       0.363     5253.19      2215.6       11060
        G265      0.2727     7157.23     3018.66     15068.7
        W628      0.2602           0           0           0
        G359      0.1991     5159.89     2176.25     10863.5
        W317      0.1934     3087.49     1302.19     6500.33
         G91      0.2399     9549.36     4027.57       20105
        G729      0.3479     4968.23     2095.42       10460
       W1000      0.1521     6182.89     2607.71     13017.3
        W262      0.1722     3178.98     1340.78     6692.96
        G121      0.3254     7531.15     3176.36     15855.9
        G156      0.3146     5027.08     2120.24     10583.9
        G303      0.4179     5413.18     2283.08     11396.8
