1 0.208738 0.0361654 6.771
2 0.15882 0.0748225 23.7383
3 0.167283 0.0630214 32.8172
4 0.174392 0.0486118 7.05992
5 0.156626 0.0472079 2.40206
6 0.142477 0.0611982 13.9175
7 0.21346 0.0311714 1.23016
8 0.130005 0.0620546 15.8742
9 0.176753 0.0382754 5.46572
10 0.174045 0.049445 2.80318
11 0.161688 0.0535882 3.45026
12 0.207736 0.0324379 10.3026
13 0.286739 0.0196486 15.2209
14 0.265982 0.0305343 16.164
15 0.148418 0.0709464 11.4331
16 0 0 0
17 0.152549 0.0609057 7.48583
18 0.170668 0.0415857 6.27595
19 0.164072 0.0844471 19.6186
20 0.217186 0.032025 7.51853
21 0.150087 0.0479853 7.44796
22 0.11008 0.0778518 26.772
23 0.223762 0.0358214 6.05314
24 0.123422 0.0515064 2.52576
25 0.12031 0.0512307 4.88777
26 0.13197 0.0680039 54.6913
27 0.172443 0.0540679 16.4788
28 0.159134 0.0855136 23.7158
29 0.13998 0.0581036 11.0504
30 0.108748 0.0549639 4.88824
31 0.175556 0.0381679 0.389655
32 0.225346 0.0363732 8.12686
33 0.259622 0.0306235 0.84604
34 0.223065 0.0240264 5.16684
35 0.23611 0.0361586 7.58697
36 0.24578 0.0323818 4.5712
37 0.23042 0.0330672 3.22823
38 0.174688 0.0513 1.90807
39 0.18213 0.0569554 14.2202
40 0.131623 0.0521768 5.24262
41 0.149752 0.0542197 5.49097
42 0.200692 0.0441843 2.47683
43 0.181052 0.0406961 2.04941
44 0.150604 0.0386625 57.307
45 0.228877 0.0171318 6.02348
46 0.193106 0.0246304 3.85519
47 0.226145 0.0333975 0.908615
48 0.148012 0.0483871 2.10634
49 0.22811 0.0369071 4.67702
50 0.174517 0.0280339 1.35715
51 0.154833 0.0457107 3.05114
52 0.297111 0.012485 26.3612
53 0.139666 0.0780571 11.8303
54 0.42395 -0.00437035 11.1244
55 0.190138 0.0342878 6.27837
56 0.185144 0.02852 1.80579
57 0.192233 0.0344418 21.019
58 0.187096 0.0598375 12.2282
59 0.172009 0.0340446 7.4153
60 0.132148 0.0421446 3.8015
61 0.187267 0.0595911 2.33273
62 0.110324 0.060305 16.5032
63 0.209395 0.0188132 3.38674
64 0.162528 0.0532264 7.36823
65 0.124719 0.0503414 8.6112
66 0.144745 0.0507728 7.71947
67 0.213933 0.0344478 3.51766
68 0.197233 0.0392704 1.06063
69 0.151241 0.0518857 2.2689
70 0.15233 0.0627725 21.9672
71 0.1753 0.0578239 13.1226
72 0.172589 0.0674768 17.5305
73 0.169979 0.0458107 11.3898
74 0.322838 0.464315 37178.6
75 0.205457 0.00910357 30.5178
76 0.13829 0.07676 14.7879
77 0.125267 0.0670554 30.0537
78 0.228483 0.0350521 8.19796
79 0.202897 0.0297964 0.232062
80 0.187124 0.0203029 2.58947
81 0.253145 0.0587489 4.02116
82 0.123288 0.0581414 4.26124
83 0.2064 0.0322307 1.56066
84 0.134655 0.0493579 6.35047
85 0.178171 0.0317254 0.740498
86 0.1763 0.0512407 8.34867
87 0.23022 0.0334989 18.1987
88 0.140754 0.0436011 16.5343
89 0.199445 0.0482525 5.11197
90 0.271385 0.0287868 13.66
91 0.196309 0.0791525 9.38042
92 0.199296 0.0414971 3.1495
93 0.248926 0.0203971 13.6206
94 0.198578 0.0339436 5.81396
95 0.170667 0.0819153 7.94536
96 0.188203 0.0348393 2.55906
97 0.145193 0.053755 4.80782
98 0.126551 0.0635539 9.63776
99 0.187985 0.0312257 100.646
100 0.188874 0.0192979 12959
101 0.101769 0.0484651 5313.85
102 0.151219 -0.0538966 7070.13
103 0.123054 -0.0181221 779.554
104 0.129874 0.0302857 7766.27
105 0.153147 0.0893139 6835.6
106 0.212394 0.0315786 824.91
107 0 0 0
108 0.23239 0.00291572 81.0478
109 0.157563 0.0511982 1.28361
110 0.120636 0.0655993 18.1356
111 0.191042 0.068535 44.188
112 0.250164 0.0398304 13.8276
113 0.207259 0.0238814 4.89813
114 0.162826 0.0356125 0.814651
115 0.181485 0.00714893 1.54058
