#  it lists all the configuration for HyCal modules
#  type 0 -> lead-glass, type 1 -> lead-tungstate
#  geometry and tdc can also be calculated in the program
#  id  crate  slot  chan   TDC      type  size       x       y  HV crate  slot  chan
  W400     6     9    12    11         1  20.5  174.25 -112.75         1    14    18
  W368     6     9    13    11         1  20.5  215.25 -133.25         1    14    13
  W367     6     9    14    11         1  20.5  194.75 -133.25         1    14     8
  W366     6     9    15    11         1  20.5  174.25 -133.25         1    14     3
  W334     6     9    16    11         1  20.5  215.25 -153.75         1    12    26
  W333     6     9    17    11         1  20.5  194.75 -153.75         1    12    21
  W332     6     9    18    11         1  20.5  174.25 -153.75         1    12    16
  W300     6     9    19    11         1  20.5  215.25 -174.25         1    12    11
  W299     6     9    20    11         1  20.5  194.75 -174.25         1    12     6
  W298     6     9    21    11         1  20.5  174.25 -174.25         1    12     1
  W266     6     9    22    11         1  20.5  215.25 -194.75         1    12    46
  W265     6     9    23    11         1  20.5  194.75 -194.75         1    12    44
  W264     6     9    24    11         1  20.5  174.25 -194.75         1    12    39
 W1013     6     9    32    35         1  20.5  194.75  256.25         2     0     6
 W1016     6     9    33    36         1  20.5  256.25  256.25         2     0    21
  W983     6     9    34    36         1  20.5  276.75  235.75         2     0    46
 W1014     6     9    35    35         1  20.5  215.25  256.25         2     0    11
  W981     6     9    36    36         1  20.5  235.75  235.75         2     0    39
 W1012     6     9    37    35         1  20.5  174.25  256.25         2     0     1
  W979     6     9    38    35         1  20.5  194.75  235.75         2     0    29
  W982     6     9    39    36         1  20.5  256.25  235.75         2     0    44
  W946     6     9    40    29         1  20.5  215.25  215.25         2     0    19
  W980     6     9    41    35         1  20.5  215.25  235.75         2     0    34
  W944     6     9    42    29         1  20.5  174.25  215.25         2     0     9
  W978     6     9    43    35         1  20.5  174.25  235.75         2     0    24
  W911     6     9    44    29         1  20.5  194.75  194.75         2     0    41
  W945     6     9    45    29         1  20.5  194.75  215.25         2     0    14
  W878     6     9    46    29         1  20.5  215.25  174.25         2     0    42
  W912     6     9    47    29         1  20.5  215.25  194.75         2     0     4
  W876     6     9    48    29         1  20.5  174.25  174.25         2     0    32
  W910     6     9    49    29         1  20.5  174.25  194.75         2     0    47
  W843     6     9    50    29         1  20.5  194.75  153.75         2     0    22
  W877     6     9    51    29         1  20.5  194.75  174.25         2     0    37
  W810     6     9    52    29         1  20.5  215.25  133.25         2     0    12
  W844     6     9    53    29         1  20.5  215.25  153.75         2     0    27
  W808     6     9    54    29         1  20.5  174.25  133.25         2     0     2
  W842     6     9    55    29         1  20.5  174.25  153.75         2     0    17
  W775     6     9    56    29         1  20.5  194.75  112.75         2     0    45
  W809     6     9    57    29         1  20.5  194.75  133.25         2     0     7
  W745     6     9    58    24         1  20.5  276.75   92.25         2     0    35
  W776     6     9    59    29         1  20.5  215.25  112.75         2     0    36
  W743     6     9    60    24         1  20.5  235.75   92.25         2     0    25
  W774     6     9    61    29         1  20.5  174.25  112.75         2     0    40
  W741     6     9    62    23         1  20.5  194.75   92.25         2     0    15
  W744     6     9    63    24         1  20.5  256.25   92.25         2     0    30
  W605     6     7     0    23         1  20.5  194.75   10.25         1    14    29
  W606     6     7     1    23         1  20.5  215.25   10.25         1    14    34
  W575     6     7     2    18         1  20.5  276.75  -10.25         1    14    19
  W604     6     7     3    23         1  20.5  174.25   10.25         1    14    24
  W573     6     7     4    18         1  20.5  235.75  -10.25         1    14     9
  W574     6     7     5    18         1  20.5  256.25  -10.25         1    14    14
  W571     6     7     6    17         1  20.5  194.75  -10.25         1    14    41
  W572     6     7     7    17         1  20.5  215.25  -10.25         1    14     4
  W541     6     7     8    18         1  20.5  276.75  -30.75         1    14    42
  W570     6     7     9    17         1  20.5  174.25  -10.25         1    14    47
  W539     6     7    10    18         1  20.5  235.75  -30.75         1    14    32
  W540     6     7    11    18         1  20.5  256.25  -30.75         1    14    37
  W537     6     7    12    17         1  20.5  194.75  -30.75         1    14    22
  W538     6     7    13    17         1  20.5  215.25  -30.75         1    14    27
  W507     6     7    14    18         1  20.5  276.75  -51.25         1    14    12
  W536     6     7    15    17         1  20.5  174.25  -30.75         1    14    17
  W505     6     7    16    18         1  20.5  235.75  -51.25         1    14     2
  W506     6     7    17    18         1  20.5  256.25  -51.25         1    14     7
  W503     6     7    18    17         1  20.5  194.75  -51.25         1    14    45
  W504     6     7    19    17         1  20.5  215.25  -51.25         1    14    36
  W473     6     7    20    18         1  20.5  276.75  -71.75         1    14    35
  W502     6     7    21    17         1  20.5  174.25  -51.25         1    14    40
  W471     6     7    22    18         1  20.5  235.75  -71.75         1    14    25
  W472     6     7    23    18         1  20.5  256.25  -71.75         1    14    30
  W469     6     7    24    17         1  20.5  194.75  -71.75         1    14    15
  W470     6     7    25    17         1  20.5  215.25  -71.75         1    14    20
  W439     6     7    26    18         1  20.5  276.75  -92.25         1    14     5
  W468     6     7    27    17         1  20.5  174.25  -71.75         1    14    10
  W437     6     7    28    18         1  20.5  235.75  -92.25         1    14    48
  W438     6     7    29    18         1  20.5  256.25  -92.25         1    14    31
  W435     6     7    30    17         1  20.5  194.75  -92.25         1    14    38
  W436     6     7    31    17         1  20.5  215.25  -92.25         1    14    43
 W1050     6     7    32    36         1  20.5  256.25  276.75         5     4    23
 W1017     6     7    33    36         1  20.5  276.75  256.25         2     0    26
 W1048     6     7    34    35         1  20.5  215.25  276.75         5     4    13
 W1015     6     7    35    36         1  20.5  235.75  256.25         2     0    16
 W1046     6     7    36    35         1  20.5  174.25  276.75         5     4     3
 W1151     6     7    38    36         1  20.5  235.75  338.25         5     4     2
 W1153     6     7    39    36         1  20.5  276.75  338.25         5     4    12
 W1149     6     7    40    35         1  20.5  194.75  338.25         5     4    16
 W1152     6     7    41    36         1  20.5  256.25  338.25         5     4     7
 W1119     6     7    42    36         1  20.5  276.75  317.75         5     4     6
 W1150     6     7    43    35         1  20.5  215.25  338.25         5     4    21
 W1117     6     7    44    36         1  20.5  235.75  317.75         5     4    24
 W1148     6     7    45    35         1  20.5  174.25  338.25         5     4    11
 W1115     6     7    46    35         1  20.5  194.75  317.75         5     4    15
 W1118     6     7    47    36         1  20.5  256.25  317.75         5     4     1
 W1085     6     7    48    36         1  20.5  276.75  297.25         5     4     5
 W1116     6     7    49    35         1  20.5  215.25  317.75         5     4    20
 W1083     6     7    50    36         1  20.5  235.75  297.25         5     4    14
 W1114     6     7    51    35         1  20.5  174.25  317.75         5     4    10
 W1081     6     7    52    35         1  20.5  194.75  297.25         5     4     4
 W1084     6     7    53    36         1  20.5  256.25  297.25         5     4    19
 W1051     6     7    54    36         1  20.5  276.75  276.75         5     4    17
 W1082     6     7    55    35         1  20.5  215.25  297.25         5     4     9
 W1049     6     7    56    36         1  20.5  235.75  276.75         5     4    18
 W1080     6     7    57    35         1  20.5  174.25  297.25         5     4    22
 W1047     6     7    58    35         1  20.5  194.75  276.75         5     4     8
   W92     6     5     0     5         1  20.5  133.25 -297.25         2     2    41
   W91     6     5     1     5         1  20.5  112.75 -297.25         2     2    47
   W90     6     5     2     4         1  20.5   92.25 -297.25         2     2    42
   W89     6     5     3     4         1  20.5   71.75 -297.25         2     2    37
   W59     6     5     4     5         1  20.5  153.75 -317.75         2     2    32
   W58     6     5     5     5         1  20.5  133.25 -317.75         2     2    27
   W57     6     5     6     5         1  20.5  112.75 -317.75         2     2    22
   W56     6     5     7     4         1  20.5   92.25 -317.75         2     2    17
   W55     6     5     8     4         1  20.5   71.75 -317.75         2     2    12
   W25     6     5     9     5         1  20.5  153.75 -338.25         2     2     7
   W24     6     5    10     5         1  20.5  133.25 -338.25         2     2     2
   W23     6     5    11     5         1  20.5  112.75 -338.25         2     2    36
   W22     6     5    12     4         1  20.5   92.25 -338.25         2     2    45
   W21     6     5    13     4         1  20.5   71.75 -338.25         2     2    40
  G171     6     5    14    40         0  38.2   214.6  -367.6         2     2    35
  G170     6     5    15    40         0  38.2   176.4  -367.6         2     2    30
  G169     6     5    16    40         0  38.2   138.2  -367.6         2     2    25
  G141     6     5    17    40         0  38.2   214.6  -405.8         2     2    20
  G140     6     5    18    40         0  38.2   176.4  -405.8         2     2    15
  G139     6     5    19    40         0  38.2   138.2  -405.8         2     2    10
  G111     6     5    20    40         0  38.2   214.6    -444         2     2     5
  G110     6     5    21    40         0  38.2   176.4    -444         2     2    31
  G109     6     5    22    40         0  38.2   138.2    -444         2     2    48
   G81     6     5    23    40         0  38.2   214.6  -482.2         2     2    43
   G80     6     5    24    40         0  38.2   176.4  -482.2         2     2    38
   G79     6     5    25    40         0  38.2   138.2  -482.2         2     2    33
   G51     6     5    26    40         0  38.2   214.6  -520.4         2     2    28
   G50     6     5    27    40         0  38.2   176.4  -520.4         2     2    23
   G49     6     5    28    40         0  38.2   138.2  -520.4         2     2    18
   G21     6     5    29    40         0  38.2   214.6  -558.6         2     2    13
   G20     6     5    30    40         0  38.2   176.4  -558.6         2     2     8
   G19     6     5    31    40         0  38.2   138.2  -558.6         2     2     3
  W704     6     5    32    23         1  20.5  133.25   71.75         2     4    21
  W670     6     5    33    23         1  20.5  133.25   51.25         2     4     6
  W671     6     5    34    23         1  20.5  153.75   51.25         2     4    11
  W637     6     5    35    23         1  20.5  153.75   30.75         2     4    46
  W669     6     5    36    23         1  20.5  112.75   51.25         2     4     1
  W635     6     5    37    23         1  20.5  112.75   30.75         2     4    39
  W636     6     5    38    23         1  20.5  133.25   30.75         2     4    44
  W875     6     5    41    29         1  20.5  153.75  174.25         2     6    20
  W841     6     5    42    29         1  20.5  153.75  153.75         2     6     5
  W873     6     5    43    29         1  20.5  112.75  174.25         2     6    10
  W839     6     5    44    29         1  20.5  112.75  153.75         2     6    48
  W840     6     5    45    29         1  20.5  133.25  153.75         2     6    31
  W806     6     5    46    29         1  20.5  133.25  133.25         2     6    38
  W807     6     5    47    29         1  20.5  153.75  133.25         2     6    43
  W773     6     5    48    29         1  20.5  153.75  112.75         2     6    28
  W805     6     5    49    29         1  20.5  112.75  133.25         2     6    33
  W771     6     5    50    29         1  20.5  112.75  112.75         2     6    18
  W772     6     5    51    29         1  20.5  133.25  112.75         2     6    23
  W738     6     5    52    23         1  20.5  133.25   92.25         2     6     8
  W739     6     5    53    23         1  20.5  153.75   92.25         2     6    13
  W705     6     5    54    23         1  20.5  153.75   71.75         2     4    26
  W737     6     5    55    23         1  20.5  112.75   92.25         2     6     3
  W703     6     5    56    23         1  20.5  112.75   71.75         2     4    16
  W127     5    23     0     5         1  20.5  153.75 -276.75         2     2    34
  W126     5    23     1     5         1  20.5  133.25 -276.75         2     2    29
  W125     5    23     2     5         1  20.5  112.75 -276.75         2     2    24
  W124     5    23     3     4         1  20.5   92.25 -276.75         2     2    19
  W123     5    23     4     4         1  20.5   71.75 -276.75         2     2    14
  W122     5    23     5     4         1  20.5   51.25 -276.75         2     2     9
   W93     5    23     6     5         1  20.5  153.75 -297.25         2     2     4
  W261     5    23     9    11         1  20.5  112.75 -194.75         2     4    33
  W229     5    23    10    11         1  20.5  153.75 -215.25         2     4    28
  W228     5    23    11    11         1  20.5  133.25 -215.25         2     4    23
  W227     5    23    12    11         1  20.5  112.75 -215.25         2     4    18
  W195     5    23    13     5         1  20.5  153.75 -235.75         2     4    13
  W194     5    23    14     5         1  20.5  133.25 -235.75         2     4     8
  W193     5    23    15     5         1  20.5  112.75 -235.75         2     4     3
  W192     5    23    16     4         1  20.5   92.25 -235.75         2     2    26
  W191     5    23    17     4         1  20.5   71.75 -235.75         2     2    21
  W190     5    23    18     4         1  20.5   51.25 -235.75         2     2    16
  W161     5    23    19     5         1  20.5  153.75 -256.25         2     2    11
  W160     5    23    20     5         1  20.5  133.25 -256.25         2     2     6
  W159     5    23    21     5         1  20.5  112.75 -256.25         2     2     1
  W158     5    23    22     4         1  20.5   92.25 -256.25         2     2    46
  W157     5    23    23     4         1  20.5   71.75 -256.25         2     2    44
  W156     5    23    24     4         1  20.5   51.25 -256.25         2     2    39
 W1079     5    23    32    35         1  20.5  153.75  297.25         2     6     6
 W1111     5    23    33    35         1  20.5  112.75  317.75         2     6    21
 W1077     5    23    34    35         1  20.5  112.75  297.25         2     6    46
 W1109     5    23    35    34         1  20.5   71.75  317.75         2     6    11
 W1075     5    23    36    34         1  20.5   71.75  297.25         2     6    39
 W1078     5    23    37    35         1  20.5  133.25  297.25         2     6     1
 W1044     5    23    38    35         1  20.5  133.25  276.75         2     6    29
 W1076     5    23    39    34         1  20.5   92.25  297.25         2     6    44
 W1042     5    23    40    34         1  20.5   92.25  276.75         2     6    19
 W1045     5    23    41    35         1  20.5  153.75  276.75         2     6    34
 W1040     5    23    42    34         1  20.5   51.25  276.75         2     6     9
 W1043     5    23    43    35         1  20.5  112.75  276.75         2     6    24
 W1010     5    23    44    35         1  20.5  133.25  256.25         2     6    41
 W1041     5    23    45    34         1  20.5   71.75  276.75         2     6    14
 W1008     5    23    46    34         1  20.5   92.25  256.25         2     6    42
 W1011     5    23    47    35         1  20.5  153.75  256.25         2     6     4
 W1006     5    23    48    34         1  20.5   51.25  256.25         2     6    32
 W1009     5    23    49    35         1  20.5  112.75  256.25         2     6    47
  W976     5    23    50    35         1  20.5  133.25  235.75         2     6    22
 W1007     5    23    51    34         1  20.5   71.75  256.25         2     6    37
  W974     5    23    52    34         1  20.5   92.25  235.75         2     6    12
  W977     5    23    53    35         1  20.5  153.75  235.75         2     6    27
  W972     5    23    54    34         1  20.5   51.25  235.75         2     6     2
  W975     5    23    55    35         1  20.5  112.75  235.75         2     6    17
  W942     5    23    56    29         1  20.5  133.25  215.25         2     6    45
  W973     5    23    57    34         1  20.5   71.75  235.75         2     6     7
  W909     5    23    58    29         1  20.5  153.75  194.75         2     6    35
  W943     5    23    59    29         1  20.5  153.75  215.25         2     6    36
  W907     5    23    60    29         1  20.5  112.75  194.75         2     6    25
  W941     5    23    61    29         1  20.5  112.75  215.25         2     6    40
  W874     5    23    62    29         1  20.5  133.25  174.25         2     6    15
  W908     5    23    63    29         1  20.5  133.25  194.75         2     6    30
  W602     5    21     0    23         1  20.5  133.25   10.25         2     4    29
  W603     5    21     1    23         1  20.5  153.75   10.25         2     4    34
  W569     5    21     2    17         1  20.5  153.75  -10.25         2     4    19
  W601     5    21     3    23         1  20.5  112.75   10.25         2     4    24
  W567     5    21     4    17         1  20.5  112.75  -10.25         2     4     9
  W568     5    21     5    17         1  20.5  133.25  -10.25         2     4    14
  W534     5    21     6    17         1  20.5  133.25  -30.75         2     4    41
  W535     5    21     7    17         1  20.5  153.75  -30.75         2     4     4
  W501     5    21     8    17         1  20.5  153.75  -51.25         2     4    42
  W533     5    21     9    17         1  20.5  112.75  -30.75         2     4    47
  W499     5    21    10    17         1  20.5  112.75  -51.25         2     4    32
  W500     5    21    11    17         1  20.5  133.25  -51.25         2     4    37
  W466     5    21    12    17         1  20.5  133.25  -71.75         2     4    22
  W467     5    21    13    17         1  20.5  153.75  -71.75         2     4    27
  W433     5    21    14    17         1  20.5  153.75  -92.25         2     4    12
  W465     5    21    15    17         1  20.5  112.75  -71.75         2     4    17
  W431     5    21    16    17         1  20.5  112.75  -92.25         2     4     2
  W432     5    21    17    17         1  20.5  133.25  -92.25         2     4     7
  W398     5    21    18    11         1  20.5  133.25 -112.75         2     4    45
  W399     5    21    19    11         1  20.5  153.75 -112.75         2     4    36
  W365     5    21    20    11         1  20.5  153.75 -133.25         2     4    35
  W397     5    21    21    11         1  20.5  112.75 -112.75         2     4    40
  W363     5    21    22    11         1  20.5  112.75 -133.25         2     4    25
  W364     5    21    23    11         1  20.5  133.25 -133.25         2     4    30
  W330     5    21    24    11         1  20.5  133.25 -153.75         2     4    15
  W331     5    21    25    11         1  20.5  153.75 -153.75         2     4    20
  W297     5    21    26    11         1  20.5  153.75 -174.25         2     4     5
  W329     5    21    27    11         1  20.5  112.75 -153.75         2     4    10
  W295     5    21    28    11         1  20.5  112.75 -174.25         2     4    48
  W296     5    21    29    11         1  20.5  133.25 -174.25         2     4    31
  W262     5    21    30    11         1  20.5  133.25 -194.75         2     4    38
  W263     5    21    31    11         1  20.5  153.75 -194.75         2     4    43
 W1146     5    21    32    35         1  20.5  133.25  338.25         5     4    47
 W1112     5    21    33    35         1  20.5  133.25  317.75         2     6    26
 W1144     5    21    34    34         1  20.5   92.25  338.25         5     4    37
 W1110     5    21    35    34         1  20.5   92.25  317.75         2     6    16
 W1113     5    21    36    35         1  20.5  153.75  317.75         5     4    27
  G889     5    21    38    60         0  38.2     129   558.4         5     4    26
  G891     5    21    39    60         0  38.2   205.4   558.4         5     4    36
  G860     5    21    40    60         0  38.2   167.2   520.2         5     4    40
  G890     5    21    41    60         0  38.2   167.2   558.4         5     4    31
  G831     5    21    42    60         0  38.2   205.4     482         5     4    30
  G861     5    21    43    60         0  38.2   205.4   520.2         5     4    45
  G829     5    21    44    60         0  38.2     129     482         5     4    48
  G859     5    21    45    60         0  38.2     129   520.2         5     4    35
  G800     5    21    46    60         0  38.2   167.2   443.8         5     4    39
  G830     5    21    47    60         0  38.2   167.2     482         5     4    25
  G771     5    21    48    60         0  38.2   205.4   405.6         5     4    29
  G801     5    21    49    60         0  38.2   205.4   443.8         5     4    44
  G769     5    21    50    60         0  38.2     129   405.6         5     4    38
  G799     5    21    51    60         0  38.2     129   443.8         5     4    34
  G740     5    21    52    60         0  38.2   167.2   367.4         5     4    28
  G770     5    21    53    60         0  38.2   167.2   405.6         5     4    43
 W1147     5    21    54    35         1  20.5  153.75  338.25         5     4    41
  G741     5    21    55    60         0  38.2   205.4   367.4         5     4    33
 W1145     5    21    56    35         1  20.5  112.75  338.25         5     4    42
  G739     5    21    57    60         0  38.2     129   367.4         5     4    46
 W1143     5    21    58    34         1  20.5   71.75  338.25         5     4    32
  W155     5    19     0     4         1  20.5   30.75 -256.25         2     8    47
  W188     5    19     1     4         1  20.5   10.25 -235.75         2     8    41
  W121     5    19     2     4         1  20.5   30.75 -276.75         2     8    37
  W154     5    19     3     4         1  20.5   10.25 -256.25         2     8    42
   W88     5    19     4     4         1  20.5   51.25 -297.25         2     8    27
  W120     5    19     5     4         1  20.5   10.25 -276.75         2     8    32
   W86     5    19     6     4         1  20.5   10.25 -297.25         2     8    17
   W87     5    19     7     4         1  20.5   30.75 -297.25         2     8    22
   W53     5    19     8     4         1  20.5   30.75 -317.75         2     8     7
   W54     5    19     9     4         1  20.5   51.25 -317.75         2     8    12
   W20     5    19    10     4         1  20.5   51.25 -338.25         2     8    36
   W52     5    19    11     4         1  20.5   10.25 -317.75         2     8     2
   W18     5    19    12     4         1  20.5   10.25 -338.25         2     8    40
   W19     5    19    13     4         1  20.5   30.75 -338.25         2     8    45
  G167     5    19    14    39         0  38.2    61.8  -367.6         2     8    30
  G168     5    19    15    39         0  38.2     100  -367.6         2     8    35
  G138     5    19    16    39         0  38.2     100  -405.8         2     8    20
  G166     5    19    17    39         0  38.2    23.6  -367.6         2     8    25
  G136     5    19    18    39         0  38.2    23.6  -405.8         2     8    10
  G137     5    19    19    39         0  38.2    61.8  -405.8         2     8    15
  G107     5    19    20    39         0  38.2    61.8    -444         2     8    31
  G108     5    19    21    39         0  38.2     100    -444         2     8     5
   G78     5    19    22    39         0  38.2     100  -482.2         2     8    43
  G106     5    19    23    39         0  38.2    23.6    -444         2     8    48
   G76     5    19    24    39         0  38.2    23.6  -482.2         2     8    33
   G77     5    19    25    39         0  38.2    61.8  -482.2         2     8    38
   G47     5    19    26    39         0  38.2    61.8  -520.4         2     8    23
   G48     5    19    27    39         0  38.2     100  -520.4         2     8    28
   G18     5    19    28    39         0  38.2     100  -558.6         2     8    13
   G46     5    19    29    39         0  38.2    23.6  -520.4         2     8    18
   G16     5    19    30    39         0  38.2    23.6  -558.6         2     8     3
   G17     5    19    31    39         0  38.2    61.8  -558.6         2     8     8
  W800     5    19    32    28         1  20.5   10.25  133.25         2    12    36
  W801     5    19    33    28         1  20.5   30.75  133.25         2    12     2
  W769     5    19    34    28         1  20.5   71.75  112.75         2    12    40
  W770     5    19    35    28         1  20.5   92.25  112.75         2    12    45
  W767     5    19    36    28         1  20.5   30.75  112.75         2    12    30
  W768     5    19    37    28         1  20.5   51.25  112.75         2    12    35
  W736     5    19    38    22         1  20.5   92.25   92.25         2    12    20
  W766     5    19    39    28         1  20.5   10.25  112.75         2    12    25
  W734     5    19    40    22         1  20.5   51.25   92.25         2    12    10
  W735     5    19    41    22         1  20.5   71.75   92.25         2    12    15
  W732     5    19    42    22         1  20.5   10.25   92.25         2    12    31
  W733     5    19    43    22         1  20.5   30.75   92.25         2    12     5
  W701     5    19    44    22         1  20.5   71.75   71.75         2    12    43
  W702     5    19    45    22         1  20.5   92.25   71.75         2    12    48
  W699     5    19    46    22         1  20.5   30.75   71.75         2    12    33
  W700     5    19    47    22         1  20.5   51.25   71.75         2    12    38
  W668     5    19    48    22         1  20.5   92.25   51.25         2    12    23
  W698     5    19    49    22         1  20.5   10.25   71.75         2    12    28
  W666     5    19    50    22         1  20.5   51.25   51.25         2    12    13
  W667     5    19    51    22         1  20.5   71.75   51.25         2    12    18
  W664     5    19    52    22         1  20.5   10.25   51.25         2    12     3
  W665     5    19    53    22         1  20.5   30.75   51.25         2    12     8
  W633     5    19    54    22         1  20.5   71.75   30.75         2    10    21
  W634     5    19    55    22         1  20.5   92.25   30.75         2    10    26
  W631     5    19    56    22         1  20.5   30.75   30.75         2    10    11
  W632     5    19    57    22         1  20.5   51.25   30.75         2    10    16
  W600     5    19    58    22         1  20.5   92.25   10.25         2    10     1
  W630     5    19    59    22         1  20.5   10.25   30.75         2    10     6
  W598     5    19    60    22         1  20.5   51.25   10.25         2    10    44
  W599     5    19    61    22         1  20.5   71.75   10.25         2    10    46
  W566     5    19    62    16         1  20.5   92.25  -10.25         2    10    34
  W597     5    19    63    22         1  20.5   30.75   10.25         2    10    39
  W257     5    17     0    10         1  20.5   30.75 -194.75         2     8    39
  W225     5    17     1    10         1  20.5   71.75 -215.25         2     8    24
  W226     5    17     2    10         1  20.5   92.25 -215.25         2     8    29
  W223     5    17     3    10         1  20.5   30.75 -215.25         2     8    14
  W224     5    17     4    10         1  20.5   51.25 -215.25         2     8    19
  W189     5    17     5     4         1  20.5   30.75 -235.75         2     8     4
  W222     5    17     6    10         1  20.5   10.25 -215.25         2     8     9
  W328     5    17    10    10         1  20.5   92.25 -153.75         2    10    23
  W358     5    17    11    10         1  20.5   10.25 -133.25         2    10    28
  W326     5    17    12    10         1  20.5   51.25 -153.75         2    10    13
  W327     5    17    13    10         1  20.5   71.75 -153.75         2    10    18
  W324     5    17    14    10         1  20.5   10.25 -153.75         2    10     3
  W325     5    17    15    10         1  20.5   30.75 -153.75         2    10     8
  W293     5    17    16    10         1  20.5   71.75 -174.25         2     8    21
  W294     5    17    17    10         1  20.5   92.25 -174.25         2     8    26
  W291     5    17    18    10         1  20.5   30.75 -174.25         2     8    11
  W292     5    17    19    10         1  20.5   51.25 -174.25         2     8    16
  W260     5    17    20    10         1  20.5   92.25 -194.75         2     8     1
  W290     5    17    21    10         1  20.5   10.25 -174.25         2     8     6
  W258     5    17    22    10         1  20.5   51.25 -194.75         2     8    44
  W259     5    17    23    10         1  20.5   71.75 -194.75         2     8    46
  W256     5    17    24    10         1  20.5   10.25 -194.75         2     8    34
  W836     5    17    32    28         1  20.5   51.25  153.75         2    12    32
  W804     5    17    33    28         1  20.5   92.25  133.25         2    12    17
  W834     5    17    34    28         1  20.5   10.25  153.75         2    12    22
  W802     5    17    35    28         1  20.5   51.25  133.25         2    12     7
  W803     5    17    36    28         1  20.5   71.75  133.25         2    12    12
  W940     5    17    40    28         1  20.5   92.25  215.25         2    12    11
  W970     5    17    41    34         1  20.5   10.25  235.75         2    12    16
  W938     5    17    42    28         1  20.5   51.25  215.25         2    12     1
  W939     5    17    43    28         1  20.5   71.75  215.25         2    12     6
  W936     5    17    44    28         1  20.5   10.25  215.25         2    12    44
  W937     5    17    45    28         1  20.5   30.75  215.25         2    12    46
  W905     5    17    46    28         1  20.5   71.75  194.75         2    12    34
  W906     5    17    47    28         1  20.5   92.25  194.75         2    12    39
  W903     5    17    48    28         1  20.5   30.75  194.75         2    12    24
  W904     5    17    49    28         1  20.5   51.25  194.75         2    12    29
  W872     5    17    50    28         1  20.5   92.25  174.25         2    12    14
  W902     5    17    51    28         1  20.5   10.25  194.75         2    12    19
  W870     5    17    52    28         1  20.5   51.25  174.25         2    12     4
  W871     5    17    53    28         1  20.5   71.75  174.25         2    12     9
  W868     5    17    54    28         1  20.5   10.25  174.25         2    12    47
  W869     5    17    55    28         1  20.5   30.75  174.25         2    12    41
  W837     5    17    56    28         1  20.5   71.75  153.75         2    12    37
  W838     5    17    57    28         1  20.5   92.25  153.75         2    12    42
  W835     5    17    58    28         1  20.5   30.75  153.75         2    12    27
  W564     5    15     0    16         1  20.5   51.25  -10.25         2    10    24
  W565     5    15     1    16         1  20.5   71.75  -10.25         2    10    29
  W532     5    15     2    16         1  20.5   92.25  -30.75         2    10    14
  W563     5    15     3    16         1  20.5   30.75  -10.25         2    10    19
  W530     5    15     4    16         1  20.5   51.25  -30.75         2    10     4
  W531     5    15     5    16         1  20.5   71.75  -30.75         2    10     9
  W528     5    15     6    16         1  20.5   10.25  -30.75         2    10    47
  W529     5    15     7    16         1  20.5   30.75  -30.75         2    10    41
  W497     5    15     8    16         1  20.5   71.75  -51.25         2    10    37
  W498     5    15     9    16         1  20.5   92.25  -51.25         2    10    42
  W495     5    15    10    16         1  20.5   30.75  -51.25         2    10    27
  W496     5    15    11    16         1  20.5   51.25  -51.25         2    10    32
  W464     5    15    12    16         1  20.5   92.25  -71.75         2    10    17
  W494     5    15    13    16         1  20.5   10.25  -51.25         2    10    22
  W462     5    15    14    16         1  20.5   51.25  -71.75         2    10     7
  W463     5    15    15    16         1  20.5   71.75  -71.75         2    10    12
  W460     5    15    16    16         1  20.5   10.25  -71.75         2    10    36
  W461     5    15    17    16         1  20.5   30.75  -71.75         2    10     2
  W429     5    15    18    16         1  20.5   71.75  -92.25         2    10    40
  W430     5    15    19    16         1  20.5   92.25  -92.25         2    10    45
  W427     5    15    20    16         1  20.5   30.75  -92.25         2    10    30
  W428     5    15    21    16         1  20.5   51.25  -92.25         2    10    35
  W396     5    15    22    10         1  20.5   92.25 -112.75         2    10    20
  W426     5    15    23    16         1  20.5   10.25  -92.25         2    10    25
  W394     5    15    24    10         1  20.5   51.25 -112.75         2    10    10
  W395     5    15    25    10         1  20.5   71.75 -112.75         2    10    15
  W392     5    15    26    10         1  20.5   10.25 -112.75         2    10    31
  W393     5    15    27    10         1  20.5   30.75 -112.75         2    10     5
  W361     5    15    28    10         1  20.5   71.75 -133.25         2    10    43
  W362     5    15    29    10         1  20.5   92.25 -133.25         2    10    48
  W359     5    15    30    10         1  20.5   30.75 -133.25         2    10    33
  W360     5    15    31    10         1  20.5   51.25 -133.25         2    10    38
  G887     5    15    32    59         0  38.2    52.6   558.4         5     2    21
  G888     5    15    33    59         0  38.2    90.8   558.4         5     2    26
  G858     5    15    34    59         0  38.2    90.8   520.2         5     2    27
  G886     5    15    35    59         0  38.2    14.4   558.4         5     2    16
  G856     5    15    36    59         0  38.2    14.4   520.2         5     2    17
  G857     5    15    37    59         0  38.2    52.6   520.2         5     2    22
  G827     5    15    38    59         0  38.2    52.6     482         5     2     7
  G828     5    15    39    59         0  38.2    90.8     482         5     2    12
  G798     5    15    40    59         0  38.2    90.8   443.8         5     2    11
  G826     5    15    41    59         0  38.2    14.4     482         5     2     2
  G796     5    15    42    59         0  38.2    14.4   443.8         5     2     1
  G797     5    15    43    59         0  38.2    52.6   443.8         5     2     6
  G767     5    15    44    59         0  38.2    52.6   405.6         5     2    30
  G768     5    15    45    59         0  38.2    90.8   405.6         5     2    29
